Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Rosalind Caftan,rosalind-caftan,"<p>The Rosalind Caftan from Pecan Moon, offered in a Yellow with Flowers print and a solid Yellow colorway.</p>",Pecan Moon,Apparel & Accessories > Clothing > Dresses,Caftan,"drop-2-launch, drop-2-draft",FALSE,draft,ROSALIND-CAFTAN-YELLOW-S,,Color,Yellow with Flowers,,Size,S,,,,,280.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/4f47c4757bc8.jpg,1,Rosalind Caftan,https://www.zappstudios.us/_tmp/pecan-drop2/6f53b215c2f5.jpg,FALSE,Rosalind Caftan — Pecan Moon,"The Rosalind Caftan from Pecan Moon, offered in a Yellow with Flowers print and a solid Yellow colorway.",yellow,,Female,Adult,,,,New,,,,,,
,rosalind-caftan,,,,,,,,ROSALIND-CAFTAN-YELLOW-S,,,Yellow,,,S,,,,,280.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/6f53b215c2f5.jpg,,,,,,,,,,,,,,,,,
,rosalind-caftan,,,,,,,,ROSALIND-CAFTAN-YELLOW-M,,,Yellow,,,M,,,,,280.00,,,TRUE,,,,,,shopify,4,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/6f53b215c2f5.jpg,,,,,,,,,,,,,,,,,
,rosalind-caftan,,,,,,,,ROSALIND-CAFTAN-YELLOW-L,,,Yellow,,,L,,,,,280.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/6f53b215c2f5.jpg,,,,,,,,,,,,,,,,,
,rosalind-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/6f53b215c2f5.jpg,2,Rosalind Caftan 2,,,,,,,,,,,,,,,,,,
,rosalind-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/f75eca05491b.jpg,3,Rosalind Caftan 3,,,,,,,,,,,,,,,,,,
,rosalind-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/80f840a24bf1.jpg,4,Rosalind Caftan 4,,,,,,,,,,,,,,,,,,
,rosalind-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/3f5ec2868a37.jpg,5,Rosalind Caftan 5,,,,,,,,,,,,,,,,,,
,rosalind-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/6e0cfba1a08f.jpg,6,Rosalind Caftan 6,,,,,,,,,,,,,,,,,,
,rosalind-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/c32e636fd54f.jpg,7,Rosalind Caftan 7,,,,,,,,,,,,,,,,,,
,rosalind-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/d622c20a56dd.jpg,8,Rosalind Caftan 8,,,,,,,,,,,,,,,,,,
Bonnie,bonnie,"<p>The Bonnie — a one-piece in premium Italian lycra finished with French custom-made jewellery. A luxury piece, made in Europe.</p>",Pecan Moon,Apparel & Accessories > Clothing > Dresses,Dress,"drop-2-launch, drop-2-draft",FALSE,draft,BONNIE-S,,Size,S,,,,,,,,225.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/b10d767e0c07.jpg,1,Bonnie,https://www.zappstudios.us/_tmp/pecan-drop2/b10d767e0c07.jpg,FALSE,Bonnie — Pecan Moon,"The Bonnie — a one-piece in premium Italian lycra finished with French custom-made jewellery. A luxury piece, made in Europe.",,,Female,Adult,,,,New,,,,,,
,bonnie,,,,,,,,BONNIE-M,,,M,,,,,,,,225.00,,,TRUE,,,,,,shopify,4,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/b10d767e0c07.jpg,,,,,,,,,,,,,,,,,
,bonnie,,,,,,,,BONNIE-L,,,L,,,,,,,,225.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/b10d767e0c07.jpg,,,,,,,,,,,,,,,,,
,bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/f1cedea00b2e.jpg,2,Bonnie 2,,,,,,,,,,,,,,,,,,
,bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/a06565e232a1.jpg,3,Bonnie 3,,,,,,,,,,,,,,,,,,
,bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/e12a77724666.jpg,4,Bonnie 4,,,,,,,,,,,,,,,,,,
,bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/9497c7b9c571.jpg,5,Bonnie 5,,,,,,,,,,,,,,,,,,
Josie Top,josie-top,"<p>The Josie Top from Pecan Moon in a soft Blue.</p><p>Color: Blue.</p><p>Sold separately from the matching Josie bottom. Premium Italian lycra, made in Europe. A luxury piece, true to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Shirts & Tops,Top,"drop-2-launch, drop-2-draft",FALSE,draft,JOSIE-TOP-BLUE-S,,Size,S,,,,,,,,195.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/f194a1c1ab8b.jpg,1,Josie Top,https://www.zappstudios.us/_tmp/pecan-drop2/f194a1c1ab8b.jpg,FALSE,Josie Top — Pecan Moon,"The Josie Top from Pecan Moon in a soft Blue. Color: Blue. Sold separately from the matching Josie bottom. Premium Italian lycra, made in Europe. A luxury piece, true to size.",blue,,Female,Adult,,,,New,,,,,,
,josie-top,,,,,,,,JOSIE-TOP-BLUE-M,,,M,,,,,,,,195.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/f194a1c1ab8b.jpg,,,,,,,,,,,,,,,,,
,josie-top,,,,,,,,JOSIE-TOP-BLUE-L,,,L,,,,,,,,195.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/f194a1c1ab8b.jpg,,,,,,,,,,,,,,,,,
,josie-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/29cd09940728.jpg,2,Josie Top 2,,,,,,,,,,,,,,,,,,
,josie-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/9950a4d09869.jpg,3,Josie Top 3,,,,,,,,,,,,,,,,,,
,josie-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/cbb35196b2d8.jpg,4,Josie Top 4,,,,,,,,,,,,,,,,,,
,josie-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/072e4e2f6473.jpg,5,Josie Top 5,,,,,,,,,,,,,,,,,,
,josie-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/414a6cd9d4bb.jpg,6,Josie Top 6,,,,,,,,,,,,,,,,,,
Josie Bottom,josie-bottom,"<p>The matching Josie Bottom from Pecan Moon in Blue.</p><p>Color: Blue.</p><p>Sold separately from the matching Josie top. Premium Italian lycra, made in Europe. A luxury piece, true to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Pants,Bottom,"drop-2-launch, drop-2-draft",FALSE,draft,JOSIE-BOTTOM-BLUE-S,,Size,S,,,,,,,,95.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/f194a1c1ab8b.jpg,1,Josie Bottom,https://www.zappstudios.us/_tmp/pecan-drop2/f194a1c1ab8b.jpg,FALSE,Josie Bottom — Pecan Moon,"The matching Josie Bottom from Pecan Moon in Blue. Color: Blue. Sold separately from the matching Josie top. Premium Italian lycra, made in Europe. A luxury piece, true to size.",blue,,Female,Adult,,,,New,,,,,,
,josie-bottom,,,,,,,,JOSIE-BOTTOM-BLUE-M,,,M,,,,,,,,95.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/f194a1c1ab8b.jpg,,,,,,,,,,,,,,,,,
,josie-bottom,,,,,,,,JOSIE-BOTTOM-BLUE-L,,,L,,,,,,,,95.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/f194a1c1ab8b.jpg,,,,,,,,,,,,,,,,,
,josie-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/29cd09940728.jpg,2,Josie Bottom 2,,,,,,,,,,,,,,,,,,
,josie-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/9950a4d09869.jpg,3,Josie Bottom 3,,,,,,,,,,,,,,,,,,
,josie-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/cbb35196b2d8.jpg,4,Josie Bottom 4,,,,,,,,,,,,,,,,,,
,josie-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/072e4e2f6473.jpg,5,Josie Bottom 5,,,,,,,,,,,,,,,,,,
,josie-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/414a6cd9d4bb.jpg,6,Josie Bottom 6,,,,,,,,,,,,,,,,,,
Jane Dress,jane-dress,<p>The Jane Dress from Pecan Moon.</p>,Pecan Moon,Apparel & Accessories > Clothing > Dresses,Dress,"drop-2-launch, drop-2-draft",FALSE,draft,JANE-DRESS-S,,Size,S,,,,,,,,415.00,,,TRUE,,,,,,shopify,4,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/e8186d76f88d.jpg,1,Jane Dress,https://www.zappstudios.us/_tmp/pecan-drop2/e8186d76f88d.jpg,FALSE,Jane Dress — Pecan Moon,The Jane Dress from Pecan Moon.,,,Female,Adult,,,,New,,,,,,
,jane-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/b192102a9d7b.jpg,2,Jane Dress 2,,,,,,,,,,,,,,,,,,
,jane-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/975f885ae693.jpg,3,Jane Dress 3,,,,,,,,,,,,,,,,,,
,jane-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/efa09a863f15.jpg,4,Jane Dress 4,,,,,,,,,,,,,,,,,,
Dixie Top,dixie-top,"<p>The Dixie Top from Pecan Moon in a luminous Light Gold.</p><p>Color: Light Gold.</p><p>Sold separately from the matching Dixie bottom. Premium Italian lycra, made in Europe. A luxury piece, true to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Shirts & Tops,Top,"drop-2-launch, drop-2-draft",FALSE,draft,DIXIE-TOP-LIGHT-S,,Size,S,,,,,,,,195.00,,,TRUE,,,,,,shopify,1,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/e68631652985.jpg,1,Dixie Top,https://www.zappstudios.us/_tmp/pecan-drop2/e68631652985.jpg,FALSE,Dixie Top — Pecan Moon,"The Dixie Top from Pecan Moon in a luminous Light Gold. Color: Light Gold. Sold separately from the matching Dixie bottom. Premium Italian lycra, made in Europe. A luxury piece, true to size.",gold,,Female,Adult,,,,New,,,,,,
,dixie-top,,,,,,,,DIXIE-TOP-LIGHT-M,,,M,,,,,,,,195.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/e68631652985.jpg,,,,,,,,,,,,,,,,,
,dixie-top,,,,,,,,DIXIE-TOP-LIGHT-L,,,L,,,,,,,,195.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/e68631652985.jpg,,,,,,,,,,,,,,,,,
,dixie-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/047874264553.jpg,2,Dixie Top 2,,,,,,,,,,,,,,,,,,
,dixie-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/e23815aff89b.jpg,3,Dixie Top 3,,,,,,,,,,,,,,,,,,
,dixie-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/2b04f8b372d5.jpg,4,Dixie Top 4,,,,,,,,,,,,,,,,,,
,dixie-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/d4337c28a099.jpg,5,Dixie Top 5,,,,,,,,,,,,,,,,,,
,dixie-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/24be2c80a60c.jpg,6,Dixie Top 6,,,,,,,,,,,,,,,,,,
,dixie-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/be6d258d63fd.jpg,7,Dixie Top 7,,,,,,,,,,,,,,,,,,
Dixie Bottom,dixie-bottom,"<p>The matching Dixie Bottom from Pecan Moon in Light Gold.</p><p>Color: Light Gold.</p><p>Sold separately from the matching Dixie top. Premium Italian lycra, made in Europe. A luxury piece, true to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Pants,Bottom,"drop-2-launch, drop-2-draft",FALSE,draft,DIXIE-BOTTOM-LIGHT-S,,Size,S,,,,,,,,95.00,,,TRUE,,,,,,shopify,1,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/e68631652985.jpg,1,Dixie Bottom,https://www.zappstudios.us/_tmp/pecan-drop2/e68631652985.jpg,FALSE,Dixie Bottom — Pecan Moon,"The matching Dixie Bottom from Pecan Moon in Light Gold. Color: Light Gold. Sold separately from the matching Dixie top. Premium Italian lycra, made in Europe. A luxury piece, true to size.",gold,,Female,Adult,,,,New,,,,,,
,dixie-bottom,,,,,,,,DIXIE-BOTTOM-LIGHT-M,,,M,,,,,,,,95.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/e68631652985.jpg,,,,,,,,,,,,,,,,,
,dixie-bottom,,,,,,,,DIXIE-BOTTOM-LIGHT-L,,,L,,,,,,,,95.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/e68631652985.jpg,,,,,,,,,,,,,,,,,
,dixie-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/047874264553.jpg,2,Dixie Bottom 2,,,,,,,,,,,,,,,,,,
,dixie-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/e23815aff89b.jpg,3,Dixie Bottom 3,,,,,,,,,,,,,,,,,,
,dixie-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/2b04f8b372d5.jpg,4,Dixie Bottom 4,,,,,,,,,,,,,,,,,,
,dixie-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/d4337c28a099.jpg,5,Dixie Bottom 5,,,,,,,,,,,,,,,,,,
,dixie-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/24be2c80a60c.jpg,6,Dixie Bottom 6,,,,,,,,,,,,,,,,,,
,dixie-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/be6d258d63fd.jpg,7,Dixie Bottom 7,,,,,,,,,,,,,,,,,,
Callie (leather shorts),callie-leather-shorts,"<p>Statement leather shorts in a clean, tailored cut. A bold investment piece that anchors any look.</p><p><strong>Materials:</strong> Leather.</p><p>True to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Shorts,Shorts,"drop-2-launch, drop-2-draft",FALSE,draft,CALLIE-LEATHER-SHORTS-S,,Size,S,,,,,,,,245.00,,,TRUE,,,,,,shopify,1,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/6c4bb1cd623c.jpg,1,Callie (leather shorts),https://www.zappstudios.us/_tmp/pecan-drop2/6c4bb1cd623c.jpg,FALSE,Callie (leather shorts) — Pecan Moon,"Statement leather shorts in a clean, tailored cut. A bold investment piece that anchors any look. Materials: Leather. True to size.",,,Female,Adult,,,,New,,,,,,
,callie-leather-shorts,,,,,,,,CALLIE-LEATHER-SHORTS-M,,,M,,,,,,,,245.00,,,TRUE,,,,,,shopify,1,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/6c4bb1cd623c.jpg,,,,,,,,,,,,,,,,,
,callie-leather-shorts,,,,,,,,CALLIE-LEATHER-SHORTS-L,,,L,,,,,,,,245.00,,,TRUE,,,,,,shopify,1,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/6c4bb1cd623c.jpg,,,,,,,,,,,,,,,,,
,callie-leather-shorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/1d5b36418c28.jpg,2,Callie (leather shorts) 2,,,,,,,,,,,,,,,,,,
,callie-leather-shorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/ee6f3a3c21d6.jpg,3,Callie (leather shorts) 3,,,,,,,,,,,,,,,,,,
,callie-leather-shorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/814eca28dd80.jpg,4,Callie (leather shorts) 4,,,,,,,,,,,,,,,,,,
,callie-leather-shorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/3397afaca47c.jpg,5,Callie (leather shorts) 5,,,,,,,,,,,,,,,,,,
,callie-leather-shorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/7b9db5e22d6c.jpg,6,Callie (leather shorts) 6,,,,,,,,,,,,,,,,,,
,callie-leather-shorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/a558284a053e.jpg,7,Callie (leather shorts) 7,,,,,,,,,,,,,,,,,,
Leather Belt,leather-belt,<p>Handcrafted leather belt. One size.</p><p><strong>Materials:</strong> Leather.</p>,Pecan Moon,Apparel & Accessories > Clothing Accessories > Belts,Belt,"drop-2-launch, drop-2-draft",FALSE,draft,LEATHER-BELT-OS,,Size,One Size,,,,,,,,0.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,,,,,FALSE,Leather Belt — Pecan Moon,Handcrafted leather belt. One size. Materials: Leather.,,,Female,Adult,,,,New,,,,,,
Sierra,sierra,<p>The Sierra — an everyday essential with an effortless silhouette. Available in Black and White.</p><p><strong>Materials:</strong> See product label.</p><p>True to size.</p>,Pecan Moon,Apparel & Accessories > Clothing > Shirts & Tops,Top,"drop-2-launch, drop-2-draft",FALSE,draft,SIERRA-BLACK-S,,Color,Black,,Size,S,,,,,195.00,,,TRUE,,,,,,shopify,8,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/9de6661ab580.jpg,1,Sierra,https://www.zappstudios.us/_tmp/pecan-drop2/9de6661ab580.jpg,FALSE,Sierra — Pecan Moon,The Sierra — an everyday essential with an effortless silhouette. Available in Black and White. Materials: See product label. True to size.,black; white,,Female,Adult,,,,New,,,,,,
,sierra,,,,,,,,SIERRA-BLACK-M,,,Black,,,M,,,,,195.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/9de6661ab580.jpg,,,,,,,,,,,,,,,,,
,sierra,,,,,,,,SIERRA-WHITE-S,,,White,,,S,,,,,195.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/14e63eb95d11.jpg,,,,,,,,,,,,,,,,,
,sierra,,,,,,,,SIERRA-WHITE-M,,,White,,,M,,,,,195.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/14e63eb95d11.jpg,,,,,,,,,,,,,,,,,
,sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/14e63eb95d11.jpg,2,Sierra 2,,,,,,,,,,,,,,,,,,
,sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/590a07111ad0.jpg,3,Sierra 3,,,,,,,,,,,,,,,,,,
,sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/ba314e45f270.jpg,4,Sierra 4,,,,,,,,,,,,,,,,,,
,sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/829792f18f2a.jpg,5,Sierra 5,,,,,,,,,,,,,,,,,,
,sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/acfabd11c62c.jpg,6,Sierra 6,,,,,,,,,,,,,,,,,,
,sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/52d1d058fca4.jpg,7,Sierra 7,,,,,,,,,,,,,,,,,,
,sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/a6f9556e914e.jpg,8,Sierra 8,,,,,,,,,,,,,,,,,,
Mary Ann (Top),mary-ann-top,"<p>The Mary Ann top — a versatile layering piece offered in Black, White and Yellow.</p><p><strong>Materials:</strong> See product label.</p><p>True to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Shirts & Tops,Top,"drop-2-launch, drop-2-draft",FALSE,draft,MARY-ANN-TOP-BLACK-S,,Color,Black,,Size,S,,,,,140.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/e4b2e17654dc.jpg,1,Mary Ann (Top),https://www.zappstudios.us/_tmp/pecan-drop2/e4b2e17654dc.jpg,FALSE,Mary Ann (Top) — Pecan Moon,"The Mary Ann top — a versatile layering piece offered in Black, White and Yellow. Materials: See product label. True to size.",black; white; yellow,,Female,Adult,,,,New,,,,,,
,mary-ann-top,,,,,,,,MARY-ANN-TOP-BLACK-M,,,Black,,,M,,,,,140.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/e4b2e17654dc.jpg,,,,,,,,,,,,,,,,,
,mary-ann-top,,,,,,,,MARY-ANN-TOP-BLACK-L,,,Black,,,L,,,,,140.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/e4b2e17654dc.jpg,,,,,,,,,,,,,,,,,
,mary-ann-top,,,,,,,,MARY-ANN-TOP-WHITE-S,,,White,,,S,,,,,140.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/25a525b3da34.jpg,,,,,,,,,,,,,,,,,
,mary-ann-top,,,,,,,,MARY-ANN-TOP-WHITE-M,,,White,,,M,,,,,140.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/25a525b3da34.jpg,,,,,,,,,,,,,,,,,
,mary-ann-top,,,,,,,,MARY-ANN-TOP-YELLOW-S,,,Yellow,,,S,,,,,140.00,,,TRUE,,,,,,shopify,4,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/7afc09b762cc.jpg,,,,,,,,,,,,,,,,,
,mary-ann-top,,,,,,,,MARY-ANN-TOP-YELLOW-M,,,Yellow,,,M,,,,,140.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/7afc09b762cc.jpg,,,,,,,,,,,,,,,,,
,mary-ann-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/25a525b3da34.jpg,2,Mary Ann (Top) 2,,,,,,,,,,,,,,,,,,
,mary-ann-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/7afc09b762cc.jpg,3,Mary Ann (Top) 3,,,,,,,,,,,,,,,,,,
,mary-ann-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/7b4ce22a56f5.jpg,4,Mary Ann (Top) 4,,,,,,,,,,,,,,,,,,
,mary-ann-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/1ec7fb599296.jpg,5,Mary Ann (Top) 5,,,,,,,,,,,,,,,,,,
,mary-ann-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/ae2820d15c1e.jpg,6,Mary Ann (Top) 6,,,,,,,,,,,,,,,,,,
